first;second;overlap
music_train;music_train;1,0
music_train;music_train;1,0
music_train;music_dev;0,30864197530864196
music_dev;music_train;0,1537887271369914
music_train;music_test;0,3472222222222222
music_test;music_train;0,15437649880095924
music_train;politics_train;0,043209876543209874
politics_train;music_train;0,0299079754601227
music_train;politics_dev;0,047839506172839504
politics_dev;music_train;0,022688110281447443
music_train;politics_test;0,06481481481481481
politics_test;music_train;0,03397481587075315
music_train;science_train;0,026234567901234566
science_train;music_train;0,010232558139534883
music_train;science_dev;0,043209876543209874
science_dev;music_train;0,009456264775413711
music_train;science_test;0,05401234567901234
science_test;music_train;0,012949174490126255
music_dev;music_dev;1,0
music_dev;music_dev;1,0
music_dev;music_test;0,3344531541620007
music_test;music_dev;0,29256594724220625
music_dev;politics_train;0,03882045539380366
politics_train;music_dev;0,06671779141104295
music_dev;politics_dev;0,05001866368047779
politics_dev;music_dev;0,04968408960367605
music_dev;politics_test;0,06159014557670773
politics_test;music_dev;0,06581135661677358
music_dev;science_train;0,028368794326241134
science_train;music_dev;0,020465116279069766
music_dev;science_dev;0,06420306084359836
science_dev;music_dev;0,031126871552403467
music_dev;science_test;0,05748413587159388
science_test;music_dev;0,030430560051796698
music_test;music_test;1,0
music_test;music_test;1,0
music_test;politics_train;0,043465227817745804
politics_train;music_test;0,07438650306748466
music_test;politics_dev;0,053357314148681056
politics_dev;music_test;0,04939689833429064
music_test;politics_test;0,07523980815347722
politics_test;music_test;0,08553100498930863
music_test;science_train;0,029676258992805755
science_train;music_test;0,030697674418604652
music_test;science_dev;0,050959232613908875
science_dev;music_test;0,033490937746256895
music_test;science_test;0,05515587529976019
science_test;music_test;0,03463904176108773
politics_train;politics_train;1,0
politics_train;politics_train;1,0
politics_train;politics_dev;0,25076687116564417
politics_dev;politics_train;0,1967260195290063
politics_train;politics_test;0,30598159509202455
politics_test;politics_train;0,175576146353053
politics_train;science_train;0,016104294478527608
science_train;politics_train;0,014883720930232559
politics_train;science_dev;0,054447852760736194
science_dev;politics_train;0,02127659574468085
politics_train;science_test;0,06441717791411043
science_test;politics_train;0,02589834898025251
politics_dev;politics_dev;1,0
politics_dev;politics_dev;1,0
politics_dev;politics_test;0,3569787478460655
politics_test;politics_dev;0,28225231646471843
politics_dev;science_train;0,016369902354968408
science_train;politics_dev;0,026046511627906978
politics_dev;science_dev;0,026708788052843192
science_dev;politics_dev;0,027186761229314422
politics_dev;science_test;0,035898908673176334
science_test;politics_dev;0,03140174813855617
politics_test;politics_test;1,0
politics_test;politics_test;1,0
politics_test;science_train;0,025184129246851983
science_train;politics_test;0,03813953488372093
politics_test;science_dev;0,03753860774530767
science_dev;politics_test;0,028368794326241134
politics_test;science_test;0,052506533618436685
science_test;politics_test;0,03755260602136614
science_train;science_train;1,0
science_train;science_train;1,0
science_train;science_dev;0,26976744186046514
science_dev;science_train;0,19739952718676124
science_train;science_test;0,2586046511627907
science_test;science_train;0,16154095176432504
science_dev;science_dev;1,0
science_dev;science_dev;1,0
science_dev;science_test;0,2966903073286052
science_test;science_dev;0,26254451278730984
science_test;science_test;1,0
science_test;science_test;1,0
